Marker	Ch1
0	98E13
0	67CAB
0	28B03
0	9A8AB
0	157E7
0	671AE
0	51FBA
0	9B308
0	66F09
0	2A4D3
0	50540
0	15C01
0	662DC
0	4FF31
0	9DDE7
0	15CB9
0	2BCC9
0	4D97B
0	9DCC7
0	65B19
0	2D3A6
0	9F75C
0	1647B
0	2D78E
0	4AE4A
0	9FB3A
0	6454F
0	2E985
0	A14BD
0	16C77
0	63796
0	48234
0	A2381
0	63056
0	3085C
0	1C0000
0	17460
0	621C5
0	454FD
0	A32DF
0	61EE0
0	327A9
0	43F0E
0	17F4C
0	61248
0	42B46
0	A5E3E
0	18705
0	34379
0	41578
0	18944
0	5FF76
0	35A77
0	A6E26
0	1900D
0	361A7
0	3E8A0
0	A6C74
0	5DDB9
0	36ED2
0	A846A
0	1A1C4
0	37D57
0	3BF26
0	A87FF
0	5C718
0	38FA7
0	A90B6
0	1AED6
0	5B567
0	39E6B
0	A9AEB
0	5B0B7
0	3AF30
0	A
0	1BB2B
0	5A18E
0	36D13
0	AAC33
0	1C88A
0	3C8C6
0	35EC1
0	1CDD1
0	58ED3
0	3E3D6
0	AB6F3
0	1DC7D
0	3E5BB
0	33A01
0	ABA9D
0	56F17
0	3F732
0	AB90C
0	1EDB4
0	55FD2
0	311D8
0	AC75F
0	1F99F
0	41447
0	30662
0	1FDA8
0	54A11
0	42A4F
0	ACBE6
0	20F84
0	42DC5
0	2E5A8
0	AD3AE
0	52EAD
0	441D4
0	AC5FF
0	221FF
0	51E2B
0	2BB32
0	AD231
0	22F66
0	45D6D
0	2B8B9
0	0
0	508D9
0	47725
0	29AC5
0	243C2
0	4F7B3
0	28E46
0	AD30B
0	251E4
0	4867C
0	289F4
0	254AD
0	4D897
0	49E8E
0	AC769
0	26976
0	4A06A
0	26E31
0	ADECC
0	4BF91
0	4B751
0	ACC58
0	2879C
0	4C073
0	264E6
0	AF50A
0	4A0BC
0	4D274
0	AC80B
0	2A164
0	49069
0	23A3B
0	AE406
0	485F4
0	4F4A8
0	ACC0C
0	2C8B6
0	472CE
0	22D21
0	AF0F5
0	4650E
0	50C5D
0	AC56B
0	2E901
0	516E7
0	20F4D
0	AE294
0	449BE
0	528F9
0	AC47A
0	30D34
0	53475
0	1FB09
0	AE09B
0	42D9C
0	551D2
0	ABB9D
0	330D7
0	550D7
0	1E375
0	AD617
0	40F22
0	56693
0	380000
0	35245
0	3FED3
0	1C4CF
0	AB526
0	36B77
0	58007
0	1BB68
0	381B6
0	3E1A8
0	59702
0	AA0F2
0	38E1E
0	59A31
0	1B4FE
0	ABB6E
0	3C207
0	5AEA0
0	A94FF
0	3C18C
0	3B543
0	19859
0	A8F14
0	3D6C5
0	5C4A8
0	191C3
0	3E96E
0	39886
0	18B4C
0	A7F6C
0	4082C
0	5E008
0	18397
0	421FD
0	37678
0	60067
0	A683B
0	438DD
0	601B5
0	17CEE
0	A783F
0	3557D
0	619D5
0	A50FE
0	4659D
0	34575
0	16A25
0	A441E
0	32C65
0	62AC2
0	165C5
0	49904
0	3236A
0	15F2C
0	A222D
0	3071A
0	63E21
0	15B2A
0	4C311
0	302E2
0	15820
0	9FF96
0	2EE8A
0	6515D
0	9ED02
0	4F910
0	2E329
0	15160
0	9DC03
0	2C706
0	66964
0	14E41
0	53609
0	2C354
0	14BED
0	9B55E
0	2AB80
0	67BA2
0	268
0	56578
0	2A723
0	14793
0	98C72
0	2909F
0	691A1
0	14602
0	59E76
0	28881
0	1464B
0	962AE
0	27863
0	6A2CD
0	1446F
0	5D616
0	26C34
0	14652
0	93897
0	25
0	6B4FD
1	A7084
1	19F58
1	5D0DC
1	3C767
1	A89E0
1	5C8C2
1	394A9
1	39AB8
1	1B3D3
1	5BA90
1	381FB
1	A91B5
1	1BD95
1	3B829
1	370AD
1	A9974
1	59456
1	3CE14
1	A9CFB
1	1D43F
1	3D8DA
1	347A0
1	AAFDB
1	56FB0
1	3F22B
1	AAEC4
1	1EF5D
1	55DAA
1	32081
1	AC8FB
1	55512
1	42019
1	2F0C9
1	2093A
1	54603
1	2DB88
1	AC207
1	21BF6
1	44116
1	2D419
1	ACFDE
1	52881
1	4634E
1	AC1FB
1	23979
1	465EF
1	2ACFE
1	AD5FD
1	4FA0E
1	48090
1	ABF48
1	2579D
1	4E3C8
1	296F3
1	AEB68
1	4D455
1	4A112
1	2664B
1	275A9
1	4C383
1	25485
1	ACBFE
1	28F32
1	4C07B
1	24E5E
1	29690
1	49EEF
1	4DEE7
1	AC32C
1	2B4D1
1	4E3B1
1	22E96
1	AD683
1	474F9
1	4F767
1	ABDCC
1	2D74A
1	506
1	20E9A
1	AC7E1
1	442A4
1	51947
1	1F8EF
1	2FE28
1	43665
1	1EB0D
1	AAD51
1	317C6
1	5373A
1	1E09F
1	32BD2
1	40CCA
1	55268
1	A987C
1	341A2
1	555BF
1	1CC26
1	3586B
1	3E4A3
1	57118
1	A7D14
1	36E23
1	573BE
1	1B664
1	A9280
1	3BC0B
1	592DE
1	A6EB7
1	3A534
1	5966F
1	1A091
1	3BB4A
1	39142
1	5ACC9
1	A5183
1	3D66B
1	5B1AC
1	18A45
1	3F03C
1	36A4A
1	C00000
1	A2F1B
1	406D5
1	5D155
1	1722F
1	42716
1	341BE
1	168F9
1	A0BC1
1	43C97
1	5ECDE
1	162DB
1	45EA7
1	31F5A
1	15FD0
1	9F432
1	309A5
1	60CCB
1	15741
1	49B80
1	2F7C8
1	1536D
1	9CD5E
1	2E10B
1	622F6
1	380000
1	4CEFD
1	2CFBC
1	1492F
1	9ADCE
1	2B0DC
1	63A78
1	993F5
1	515B2
1	C00000
1	14268
1	984E2
1	29C50
1	661F1
1	96B62
1	550D1
1	66027
1	13EDF
1	57806
1	27F3E
1	67E3C
1	9478B
1	59108
1	6776A
1	13E9A
1	5B7B0
1	25E7A
1	68B72
1	91659
1	5C42A
1	68CC9
1	142AB
1	5F2B6
1	24097
1	1441D
1	8E6E2
1	602DA
1	6A2F1
1	14669
1	62FA4
1	223F6
1	14A77
1	8B7E9
1	21CA3
1	6B2F5
1	148CA
1	670BA
1	208D9
1	14F3F
1	87FC9
1	1FF29
1	6BE02
1	1508B
1	6AD9A
1	1ECF6
1	15798
1	84BE3
1	1E658
1	6C647
1	15CCC
1	6E11F
1	1DAAF
1	15E45
1	814E2
1	1CEEC
1	6CBD9
1	16980
1	72499
1	1C144
1	172B7
1	7E017
1	1BAB1
1	6D45F
1	176AE
1	76421
1	1AF77
1	17EBF
1	7ABAB
1	1A9A4
1	6DEF2
1	183A9
1	7A077
1	19F0E
1	18DDB
1	77AF0
1	7B71C
1	6DFF4
1	19411
1	7DBD7
1	18E0D
1	1A387
1	740D3
1	7EC23
1	6DC9D
1	1A696
1	8103C
1	17A78
1	1B91E
1	7065D
1	81C0D
1	6E112
1	1BEDA
1	84B0F
1	16D9C
1	1CFE6
1	6C96C
1	857D0
1	6DF19
1	1D78A
1	88386
1	1641B
1	1E69F
1	68B99
1	887F1
1	6D1BD
1	1EFF0
1	8BA2A
1	15E6B
1	6F800
1	65126
1	8C1A8
1	6CA5F
1	20B4C
1	8F15C
1	15B47
1	6C1DD
1	61957
1	9043E
1	6BEE0
1	22910
1	70000
1	15668
1	6B525
1	5D796
1	93C5F
1	6B213
1	24954
1	5B934
1	1554D
1	6A589
1	5A9F2
1	9734B
1	154A5
1	26CBD
1	5779B
1	15397
1	69435
1	27A43
1	99F65
1	1539E
1	28F63
1	53BF3
1	157
1	682C2
1	2A211
1	9D46B
1	158E0
1	2B516
1	4FD7E
1	9D56E
1	66D1F
1	2CA07
1	9FC2A
1	161CB
1	2D9D2
1	4BF29
1	A053B
1	6504E
1	2EB04
1	A1BB6
1	16CFE
1	64078
1	4811D
1	A2324
1	6377D
1	3165F
1	46034
1	17C32
1	625D0
1	4502C
1	A5CE7
1	61CFF
1	34236
1	42642
1	18578
1	60404
1	40DCF
1	A7946
1	192E4
1	36A2B
1	3EE95
1	19A57
1	5EA37
1	3D3CC
1	A977F
1	1A61E
1	38C65
1	3B4B0
1	1ACD1
1	5CD33
1	3A7F4
1	AAE02
1	1BC63
1	3BA85
1	37DBA
1	AB750
1	5AA4A
1	3D2AB
0	824C1
0	17E31
0	6F26C
0	717FD
0	84218
0	6FDD4
0	1C894
0	6F9E5
0	17A49
0	6F828
0	6E0A3
0	88742
0	174D8
0	1E428
0	6B836
0	16D08
0	6F333
0	1EB3C
0	8BC43
0	169B1
0	1FC88
0	67D71
0	8C121
0	6E72D
0	20610
0	8F26E
0	15CCD
0	21934
0	63D29
0	8FB40
0	6DABF
0	225CA
0	92C0C
0	15A96
0	6CEFE
0	60530
0	93D6B
0	15817
0	24977
0	5D9A5
0	15743
0	6C16B
0	25574
0	9790D
0	158F3
0	2660E
0	59693
0	980BC
0	6AFB2
0	279EB
0	9ABA1
0	1594F
0	69CBB
0	56613
0	9BF57
0	15968
0	2A0E8
0	5369E
0	159DA
0	68BF2
0	2AF07
0	9F232
0	15F75
0	2BEF2
0	4FA81
0	9FC01
0	67BA4
0	2D5F4
0	A17B0
0	1687B
0	665AF
0	4C2AD
0	A2A6F
0	16D4A
0	2F86C
0	4A13D
0	16EFA
0	6562F
0	30BB8
0	A50F0
0	176FC
0	320B5
0	4663E
0	A5BD1
0	639F0
0	337F0
0	A68A4
0	18354
0	623D7
0	447C2
0	A90D1
0	18C11
0	35F94
0	40D99
0	19522
0	60BFE
0	37628
0	A9F2A
0	19FE0
0	38537
0	3D855
0	AA455
0	5EC86
0	39D2F
0	AB1B3
0	1B47F
0	5D87F
0	3B802
0	AD227
0	1BCFE
0	3C8E0
0	38537
0	1C4C4
0	5BDFD
0	3DBCD
0	AD50A
0	1D725
0	3E615
0	3570D
0	AD876
0	5986A
0	40157
0	ADE54
0	1EF96
0	58352
0	32360
0	AEEB4
0	1FE8A
0	4236E
0	3133F
0	2031B
0	56749
0	44521
0	AF5E6
0	21BF6
0	44E6D
0	2E60E
0	B0061
0	5406D
0	46550
0	AF0FD
0	23873
0	52B9A
0	2B83F
0	B0698
0	2493B
0	48AB3
0	29A5A
0	254B3
0	50775
0	4A073
0	AFE80
0	26D5C
0	4AF36
0	27F7B
0	B074F
0	4DF01
0	4C368
0	AF64C
0	28A1C
0	4CB21
0	2539C
0	B038E
0	2A48E
0	4EC8E
0	23F57
0	2B755
0	4A8E1
0	50762
0	AFEA7
0	2CF87
0	510D4
0	22689
0	AFF69
0	4820A
0	53134
0	AF2E7
0	2FB62
0	467A3
0	202AF
0	AF2CA
0	44726
0	54C6C
0	1F3C5
0	3269E
0	4421A
0	1E630
0	AE237
0	340DA
0	56CE2
0	1E52A
0	AF2F6
0	417FB
0	58247
0	AD300
0	36F05
0	40230
0	1C00B
0	AC96A
0	3E43D
0	5A243
0	1B429
0	3A0E2
0	3DF52
0	1AB07
0	AB1C0
0	3BB3B
0	5C420
0	1B07E
0	ACE31
0	3B53B
0	5DAD2
0	A9AFA
0	3ED42
0	3A2A9
0	18ED4
0	A8FDD
0	37DA9
0	5F2A0
0	18683
0	422D2
0	37C3E
0	17E49
0	A70FE
0	43A75
0	60EC3
0	17C88
0	45A22
0	35646
0	6204E
0	A565D
0	46DC4
0	62AA1
0	17082
0	A5E80
0	33760
0	640E4
0	A3A5A
0	4A9F6
0	3239A
0	15FD7
0	A2533
0	2FE5B
0	65166
0	15D08
0	4DEC6
0	2FDCB
0	15843
0	A0234
0	4FCE3
0	667C1
0	1544A
0	51DF7
0	2DC62
0	C00000
0	9D2C2
0	52AD9
0	681A3
0	152F5
0	554CA
0	2B8F3
0	69A93
0	9A898
0	565A7
0	6967C
0	14A10
0	9A1EC
0	297F7
0	6B11E
0	984A0
0	5B019
0	2897B
0	1474A
0	97393
0	27507
0	6B8D5
0	14970
0	5E7F2
0	26834
0	14A18
0	93CE4
0	0
0	6C640
0	148B0
0	92B2D
0	2426F
0	6CD50
0	90E78
0	64441
0	24172
0	14F36
0	8F805
0	23302
0	6E079
0	15017
0	67A50
0	2272B
0	1543A
0	8BBDB
0	6905D
0	6EBA5
0	15BCC
0	6BBAA
0	2054C
0	15FAA
0	88936
0	6C8E6
0	6F6E3
0	16108
0	6FA10
0	1EE40
0	16A22
0	85B46
0	70B23
0	6FD3C
0	1692D
0	72D4D
0	1D853
0	17105
0	82317
0	7407D
0	7012D
0	1770E
0	76720
0	1C5DB
0	17DD2
0	7E963
0	772FD
0	707A7
0	182CF
0	7A222
0	1B2A0
0	191D4
0	7B1D0
0	7B423
0	70727
0	1926F
0	7D837
0	1A082
0	1A04D
0	77F04
0	7EA53
0	7087D
0	1A675
0	81536
0	1908B
0	1B3A4
0	744C5
0	81DB4
0	7023B
0	1B85A
0	847AB
0	182F2
0	1C6B7
0	707E8
0	857DB
0	6FF88
0	1CE92
1	1C32D
1	5C697
1	3D658
1	AC472
1	1CE7C
1	3D611
1	370BD
1	AC81A
1	5A467
1	3E9FC
1	350DA
1	1E068
1	595C8
1	33D83
1	AD402
1	1E90F
1	4092D
1	330BE
1	AD4F6
1	58367
1	421BA
1	ADC28
1	20083
1	57105
1	31C5A
1	AF87B
1	5675A
1	43F95
1	2F065
1	2157E
1	5596D
1	2E0F7
1	AEBD7
1	2230E
1	4568F
1	2DDE1
1	AF71F
1	53C80
1	46A47
1	AEBA3
1	23A21
1	52920
1	2B078
1	AF110
1	246A8
1	484C3
1	2ACCA
1	24F84
1	5136E
1	4988B
1	AF20C
1	26364
1	49FE6
1	297AA
1	B0811
1	4F34F
1	4B0CB
1	800000
1	2747A
1	4E2C2
1	27288
1	B067A
1	4D392
1	4D101
1	25B37
1	29326
1	4C839
1	24E27
1	AF6CA
1	2A812
1	4E592
1	255F9
1	B0BFD
1	4AD05
1	4F971
1	AE992
1	2BBC3
1	49D75
1	22D85
1	AF29C
1	2CF54
1	50F82
1	226D8
1	2DCA0
1	4833A
1	5266B
1	AE589
1	2EF6B
1	529C5
1	21570
1	AF71F
1	467D9
1	53BF1
1	20257
1	30A2B
1	4596F
1	1F8DC
1	AE55E
1	31E05
1	54E79
1	1F2DD
1	3274F
1	43EBE
1	56C1A
1	AD46A
1	33B24
1	567E6
1	1E3C9
1	AE347
1	42574
1	57D53
1	1D4F0
1	3595F
1	41752
1	1CAFA
1	AC78E
1	36B7C
1	58D4E
1	1C633
1	37D84
1	3FA5A
1	5A665
1	AB971
1	38F6A
1	5A127
1	1B75F
1	AC0D6
1	3DA41
1	5B500
1	1ADA0
1	3AE37
1	3CDBE
1	1A5A3
1	AA7E7
1	3C56F
1	5C304
1	19FF3
1	3D98E
1	3B479
1	5D9DA
1	A929D
1	3E522
1	5D667
1	19434
1	A96A3
1	39A43
1	5E7E1
1	A7DEF
1	40351
1	38CCE
1	18703
1	A7A0B
1	36E94
1	5F94B
1	1822A
1	43142
1	373AB
1	17D23
1	A6A2A
1	4421D
1	60A68
1	17830
1	4513A
1	358E0
1	171E7
1	A47DD
1	45DFA
1	61E08
1	173E4
1	477EB
1	3402B
1	637F2
1	A385C
1	48A59
1	630A9
1	165B6
1	A367A
1	32420
1	63E60
1	A2195
1	4B10C
1	31B4B
1	15FEE
1	A177B
1	300DC
1	64DAA
1	15C80
1	4D9B1
1	2FDBA
1	158A1
1	A025B
1	4EBB9
1	65BAB
1	1577D
1	4FAF3
1	2E871
1	154B3
1	9DD58
1	50678
1	66C60
1	15A9B
1	52515
1	2D335
1	687C3
1	9C675
1	534AA
1	67BB5
1	150A4
1	9CF80
1	2BBB9
1	69086
1	9AAA1
1	55C1F
1	2F000
1	14A0D
1	9A6F9
1	29941
1	68FA1
1	99142
1	58958
1	297FD
1	14B94
1	98805
1	28B96
1	6A057
1	148C5
1	5B26D
1	2824F
1	149AB
1	95DDD
1	5BBBB
1	6AA37
1	146F8
1	5DC61
1	26CBC
1	6C29F
1	93CCD
1	5DFAF
1	6B7B0
1	14784
1	93B17
1	2557F
1	6C0B2
1	92218
1	6160B
1	250C1
1	14B27
1	918FA
1	24619
1	6CEBD
1	14B60
1	63FAD
1	23E04
1	14E23
1	8EC25
1	64CB6
1	6D67C
1	1529D
1	66BA7
1	22629
1	153E2
1	8CB2A
1	67637
1	6E151
1	15224
1	69782
1	213D4
1	1591F
1	8A611
1	6999D
1	6E7D2
1	157E2
1	6BBDF
1	2045D
1	15E66
1	8806C
1	6BFB5
1	6EE3E
1	15C83
1	6E726
1	1F239
1	16554
1	85DB6
1	6EB49
1	6F2C0
1	1645D
1	71181
1	1E234
1	16D37
1	838C4
1	7172E
1	6F5EE
1	16B3F
1	7371B
1	1D329
1	174DD
1	814A5
1	741EB
1	6FD75
1	174F6
1	75DCA
1	1C619
1	17FB5
1	7EF32
1	76253
1	6FBE0
1	17C19
1	78496
1	1B7B0
1	1862D
1	7CAA0
1	78AAA
1	700DF
1	186A1
1	7AA9D
1	1ABB5
1	19431
1	7A553
1	7AB80
1	70373
1	192FF
1	7D39E
1	1A281
1	19BE9
1	7817A
1	7D0D1
1	70326
1	19CB5
1	7F723
1	19693
1	1A83C
1	75D66
1	7FB29
1	7094E
1	1ADB5
1	81D01
1	189AC
1	6FB0C
1	7371A
1	820B2
1	70640
1	1B983
1	841FF
1	17DA4
1	1C738
1	70F2D
1	84990
1	7056D
1	1CB6E
1	864A3
1	177B7
1	1D39C
1	6EC09
1	868F3
1	6FDBE
1	1D879
