Marker	Ch1	Ch2	Ch3	Ch4	Ch5	Ch6	Ch7	Ch8
0	5E507	49F30	44A82	58760	1117F	E30E	81C5	83E6
0	1ABF7	25431	26C3A	1D339	1B04A	1A184	1761C	173A4
0	5F9C3	87C8B	8E3CC	68AEA	60104	5C593	52990	51974
0	CA69	10D0F	119BB	D817	AD3C	A5A4	90C3	8E61
0	85609	69709	631C2	7D561	19466	1505C	BE7A	C243
0	5FBDA	4B04B	45BC5	59CE1	11617	E6EE	83DB	8690
0	19E1D	24193	2587C	1C43A	1A292	1940C	16A29	1679F
0	5F648	878C2	8DE7E	6877F	5FF51	5C322	527FD	5173D
0	CCD1	1127C	11F86	DB3D	B2A3	AAD0	95BA	9324
0	611DB	4BFC2	46A1E	5B0B9	11967	E9C0	8580	8815
0	191A5	2315A	247F1	1B64C	19477	186F3	15E08	15B7F
0	5F2D3	87702	8DE28	68336	5F8AE	5BE15	522B6	511C5
0	D172	11A1A	127D6	E090	B82D	B02B	9A73	97D3
0	83254	67AC9	61768	7B36F	19031	14C5C	BC10	BF32
0	62713	4D1C3	47BA9	5C543	11F04	EE53	8809	8A67
0	19044	22C94	2431F	1B4AA	19328	1859D	15CF9	15A82
0	60462	888DA	8F11A	69630	60AE5	5CF5F	5327B	521BA
0	D405	11F6B	12D92	E3D9	BD74	B567	9F70	9CC6
0	80729	65A0D	5F6C8	78B90	1858E	14416	B77B	BA0D
0	63BB1	4E353	48AD6	5D918	12238	F0DB	89B0	8BD6
0	181D1	21980	22EE2	1A523	18483	17735	14FD2	14DCD
0	5FD1C	88221	8E89C	68E9E	6040B	5C86D	52BF1	51C1C
0	D7D3	1269D	1352F	E84D	C333	BB06	A490	A1ED
0	7F42B	64A26	5EA81	779D3	18449	142F5	B6BA	BA6A
0	65C1A	4FC4E	4A32A	5F772	128CC	F662	8CC2	8F92
0	17ACB	20E43	22284	19D51	17D75	17059	14A0D	147F6
0	60779	88E94	8F3BD	69A3B	6104D	5D3C6	53749	52687
0	DDBB	13062	13F72	EF31	CB3A	C2A5	AB94	A8A7
0	7D9E8	635EF	5D7A4	76038	18315	141C6	B5F3	B982
0	6706C	50BFC	4B233	609F9	12DBE	FAA6	8F29	9200
0	16C9D	1F9FB	20EE5	18D6F	16DD5	161BD	13C96	13A72
0	602A0	88568	8EFC6	69419	60943	5CE52	531A8	52095
0	E311	138E2	14920	F55D	D204	C95A	B1B8	AEB4
0	7C33B	62431	5C5B4	74B89	179C2	13AE1	B269	B523
0	68CDF	521F1	4C5CC	624F2	130AE	FD6E	910B	9354
0	16249	1EB5E	1FF2E	1821A	16311	15726	13345	13192
0	E81D	14171	1521D	FB1B	D88B	CFAA	B771	B477
0	7B93E	60CDB	5A12D	73DD0	16806	12B42	AB40	ADF0
0	10C5B	168C1	17507	12258	FFD6	F747	DC53	DBAC
0	60A0C	88F72	8F691	6A02A	61444	5D929	53C63	52CF0
0	138D8	1BD51	1D518	15669	134CC	128B8	10822	10418
0	6833E	52D8C	4DF3A	6205D	143AA	10DD3	97D2	9A3B
0	7D634	6265E	5B893	759A1	16FCE	1316D	AEB5	B13F
0	105A3	15EAA	16A07	11AD9	F761	EEDF	D498	D3E8
0	60535	88C82	8F232	69B6E	60FE9	5D449	537D6	527A9
0	140D5	1C9E6	1E22B	15F3A	13D22	130AC	10F43	10AF5
0	664DF	51096	4C5E5	602ED	13ADD	105F5	936D	9676
0	7E52D	62E7F	5C1F3	76704	1711B	13243	AF26	B24E
0	10014	15652	160F4	114A9	F071	E811	CE44	CD96
0	5FF65	88611	8EA10	695E2	60B92	5D006	533FF	52360
0	14707	1D2FD	1EB79	16630	143F1	1373C	11547	110BF
0	657E9	507FE	4BDF5	5F680	139A5	10537	9323	960A
0	80272	64625	5D869	78238	1768E	1375C	B22D	B55A
0	FE64	1508F	15B64	111DA	EC31	E458	CAE5	CA3D
0	607BB	888F4	8F14A	69C89	61188	5D735	53A87	529C2
0	14FA3	1DE69	1F85A	16F7C	14CC5	13FD0	11CF9	11859
0	6383E	4EFB2	4A638	5D916	1306E	FDF9	8F13	916F
0	81627	65679	5E6FD	79550	177C9	13893	B2ED	B59B
0	F130	13F42	14951	10393	DCEE	D530	BCDA	BC78
0	5E87B	8665F	8CD8F	67C27	5F2F2	5B83C	51E1E	50EB1
0	15560	1E794	20202	175F0	152DB	1457E	12217	11DA0
0	61A49	4D93D	4903F	5BD33	12EA8	FC47	8E06	901B
0	82742	6650E	5F381	7A547	17E7C	13D86	B5D6	B846
0	F363	13F0D	1481F	1054D	DD40	D56D	BD59	BCFA
0	5FA65	87A0D	8DDBA	68EC6	6055A	5CA12	52F79	51FC1
0	15ED5	1F4D0	20F02	1802A	15C6A	14EBC	12A7A	125DF
0	5FEEA	4C150	47A6B	5A360	1299A	F7A5	8B5B	8E40
0	836CD	66F2C	5FD7C	7B3B6	18173	13FB1	B70C	BA3F
0	EC91	13548	13DC1	FDC4	D479	CCC2	B55F	B502
0	5EF36	87019	8D3C4	68417	5FB22	5BF69	52653	51632
0	16687	200C4	21BBE	188E2	16484	15665	13197	12CBE
0	5E0BE	4A782	461ED	585C6	12053	EF96	8736	89C4
0	84CA1	67E17	60B47	7C706	1828F	140B5	B805	BB41
0	EB56	12FC6	13862	FB7A	D020	C8F0	B1A6	B14A
0	5F41B	86FB6	8D883	687E0	5FEAA	5C4CA	52A08	5196B
0	16FAF	20D69	22A48	192F7	16DE2	15F98	13993	13484
0	5CE25	49CF6	4583B	575CE	11F07	EF8A	8711	8957
0	862C9	69354	61F71	7DD59	1884F	1465C	BB34	BE05
0	E6F8	12817	12FD0	F649	C965	C246	ABA8	AB8E
0	5EDCB	866C4	8CD44	68108	5F8C4	5BE6E	52528	515ED
0	1782A	2194C	2366C	19C40	1767B	167BB	14102	13C23
0	5BA45	48CB4	4482D	562B8	11AE8	EBE6	84B3	86B1
0	877E8	6A352	62D3A	7F0AE	18B9C	14892	BC3B	BEC8
0	E287	12107	1280C	F138	C291	BB75	A545	A52E
0	5E4C0	85E59	8C31E	6783A	5F01A	5B5B2	51CBF	50D71
0	17F77	2244D	2418E	1A45E	17DD7	16EDE	14751	14260
0	59E21	475C2	43139	5480A	111DA	E3CD	8023	8294
0	88A44	6B171	638DB	80191	18CE3	14922	BC91	BFA3
0	E2D2	11F04	1255B	F0F1	C02F	B90B	A334	A320
0	5F04A	86E58	8D250	684AA	5FBF4	5C0B3	52838	51865
0	18B67	2357C	25350	1E000	2C5	B48233	2A8212	B5829B
0	8A089	6C1A9	64AF3	815FE	19482	14FC2	C0F0	C434
0	DFD4	11880	11E5D	ECDB	B9CA	B2F3	9D74	9D5D
0	5E941	862DF	8C75A	67B7E	5F2D6	5B89A	5200D	50FC8
0	192D1	23FD7	25E8B	1B962	1911E	1814A	157F0	15275
0	57372	45219	411BB	51F4F	10B7F	DF53	7DD0	8002
0	8AE6B	6CBE6	6546C	822FC	1942C	1504E	C0E0	C3F6
0	DEFE	11500	11AC8	EB89	B678	AFC4	9A54	9A45
0	5EA36	8630C	8CA5E	67D79	5F4EF	5BACB	52135	5110E
0	19AEA	24BAC	26BBC	1C29A	19984	18951	15EE2	1596F
0	56B60	44D72	40DEC	5187F	10B2C	DEC1	7D6E	7F72
0	8C16D	6DC8F	66501	835A5	19920	15401	C301	C5CA
0	DB07	10E4C	11371	E6E5	B093	A9E8	94EA	9510
0	5E208	857E7	8BD14	67495	5EDD1	5B3C2	51B2E	50C2E
0	1A305	256B4	276DD	1CB55	1A1D7	19163	16642	160F1
0	558A0	4403B	40082	5072D	108E3	DCF4	7C64	7E30
0	8D0B1	6EA29	66FC2	84430	19CFB	15717	C4EF	C77A
0	D93D	109B5	10E27	E467	AC34	A58D	90FB	911B
0	5DF06	8535B	8B71C	670F3	5EAFD	5B0E6	51925	509D0
0	1AB7A	262D5	2833D	1D476	1AA28	1996E	16D84	16803
0	539EA	42578	3E5CF	4E98D	1010D	D60A	7884	7AD9
0	8E35A	6F6C4	6797A	854DB	19F0F	1586E	C5B7	C8F6
0	D943	1072E	10AE5	E3C2	A865	A1B2	8D6A	8D90
0	5DCF2	8532C	8B5B4	66F54	5E990	5AEED	51857	508B4
0	1B436	26FED	290B5	1DE37	1B30E	1A1CD	1753A	16F82
0	8F23	10700D	F06876	408620	1A33	E015C1	800C80	300CB7
0	D6CC	101B0	10506	E05E	A2F6	9C9D	8880	88AA
0	5D79C	84AA2	8AD86	66862	5E261	5A960	51228	5021A
0	1BD4C	27C9A	29E53	1E809	1BC19	1AAA3	17CE9	176EF
0	518CC	4093D	3CD61	4CA0D	F95B	CF2B	74B3	769B
0	9085E	7113B	695B7	87752	1A499	15CF8	C860	CB66
0	D482	FB2A	FE2A	DD37	9D16	96D8	8320	8384
0	5CEAD	839A8	89F39	65EE3	5DA01	5A0FD	50A85	4FBF8
0	1C73D	28A13	2AD85	1F318	1C620	1B43A	1855E	17FA6
0	50513	3FD4C	3C222	4B879	F80C	CF3D	7473	7639
0	91CA8	725EF	6A8FC	88BA6	1AB06	16329	CBB0	CE6B
0	D889	FE39	100B9	E0FC	9D57	96E2	82D6	8330
0	5DB12	84E3D	8B2D6	66D38	5E6C7	5AD35	514D1	5061E
0	1D0D2	2985B	2BBFC	1FDB9	1CFB2	1BD78	18D8D	187C8
0	4F683	3F386	3B865	4AB45	F64B	CD80	7375	7512
0	932EB	73909	6B931	8A0B8	1AF60	16641	CD77	D019
0	D60F	F7F2	F96B	DD94	9725	90B9	7D44	7DA1
0	5CF00	83CCD	89DAD	6602E	5DB47	5A1C8	50BA0	4FC79
0	1DA8C	2A618	2C96F	20857	1D960	1C6C2	1960F	19001
0	4D430	3D5C1	39DE7	48AD7	EE37	C66E	6FA4	71C3
0	93891	73AB0	6BD55	8A5F8	1AFE8	16687	CDC1	D123
0	D67F	F600	F6F6	DD58	9398	8D1F	79C9	7A2C
0	5CBAB	83C47	89D7E	65D74	5D9D8	59FB2	509E0	4FA3B
0	1E46F	2B510	2D964	21376	1E3F0	1D0A2	19EEF	1988C
0	4C61F	3CA3A	392EE	47CD0	ECE6	C526	6ED2	70E7
0	94D1C	749E9	6CBC3	8B822	1B4F8	16AD1	D02F	D3A1
0	D87B	F459	F524	DE66	9153	8B2F	77DF	7849
0	5D0BF	83A44	89EE2	660CF	5DBF5	5A3C8	50D8C	4FDC6
0	1EF0B	2C30D	2E94C	21EF0	1EE19	1DAB1	1A7CF	1A151
0	4AFF4	3B95B	38274	468C2	E5B9	B800	12B	1520EA
0	D624	EEF9	EF14	DB5F	8B1E	84F2	71E6	727D
0	5C0C4	8283B	88B3B	650BB	5CC64	593F7	4FEB3	4F073
0	1F82C	2D0D0	2F78E	2292B	1F72B	1E349	1AF61	1A936
0	49D50	3AAFF	3746C	45704	E446	BE92	6B16	6C8F
0	96F71	767B3	6E61E	8D974	1BB51	17057	D361	D609
0	D8DD	EF13	EE6A	DD69	88FD	82A2	6F8D	701B
0	5C303	82A85	88B89	6532A	5CEE9	59657	500D4	4F243
0	203EC	2E0F7	307C4	235D6	202C5	1EE90	1B980	1B322
0	487CE	39AAB	36621	4433E	E1E4	BC55	69AE	6BE7
0	97749	76E77	6EDC6	8E135	1BE49	17278	D464	D80D
0	D6BC	E971	E811	DA5D	82F6	7CA3	6A19	6AB2
0	5AEAF	80EC0	86DA9	63D34	5BBFC	58378	4F1DA	4E2E8
0	20ADF	2EAD5	311C6	23D81	20A33	1F584	1C05F	1B9AF
0	477BB	38D44	35993	43355	DBED	B718	6719	6902
0	99378	783FC	701F8	8FA9F	1BFFB	173EC	D5EB	D974
0	D959	E98F	E77C	DC4E	7FBF	7987	66DB	6778
0	5AB70	80FCD	86E6A	63B04	5B89D	580ED	4EDE4	4DE8B
0	21641	2FC7F	32477	24A77	215D3	200B2	1C9D9	1C2DF
0	46508	37E95	34BDA	421F0	DA03	B556	65E1	6798
0	9A06C	78D8F	70B9C	906F5	1C480	1778F	D78B	DAD2
0	DF96	ECBB	EA7E	E1C1	8150	7B17	6839	68D1
0	5BF49	81E17	87FB3	64D8F	5CB3A	593BC	4FFE7	4F094
0	222F8	30C17	335BF	257DF	22257	20CDB	1D4CB	1CDD2
0	44CC4	36C0B	339C6	40BB4	D532	B1D8	63D8	655A
0	9A63D	79404	710AA	90D93	1C5C9	17906	D84B	DB3B
0	DC62	E5F3	E2E8	DD9D	7991	7347	60CC	618D
0	59E8F	7F5AB	8541A	62AE9	5AAB0	573AB	4E27A	4D484
0	2290A	315BD	33F28	25EAC	22851	2128C	1D9CD	1D316
0	43624	35984	32768	3F5EC	CEF3	AC85	60D5	61EE
0	9AD65	79A12	714D6	913BC	1C617	178FD	D874	DAED
0	DE3C	E505	E149	DEC2	76FB	7094	5E1F	5EDC
0	59C23	7F064	84D6C	627DF	5A8D5	571CA	4E107	4D28F
0	23593	326F4	350D7	26C22	234CA	21E9D	1E4AC	1DD9D
0	424FE	34C16	31CC8	3E61B	CDE7	AB94	6005	61DD
0	9B82C	7A1EE	71F23	91DFA	1C971	17BAC	D975	DD04
0	E172	E64B	E202	E170	757A	6F0A	5C7A	5D40
0	59D0B	7F4DC	850E1	629C2	5AAED	57421	4E30D	4D430
0	23F77	335D3	36018	2774B	23F36	228C0	1EDCE	1E66D
0	41182	33B98	30CD8	3D30B	C958	A7C7	5E38	1
0	E333	E488	DFB6	E21A	70F0	6AAA	5814	58E2
0	58FCC	7E25A	83EC3	619A1	59AB0	56519	4D4AC	4C5C2
0	24AFC	345E2	37178	2838A	24A1B	23326	1F6D8	1EF4C
0	3F5BF	324D8	2F67F	3B8FA	C2CF	A2B1	5B47	5CA3
0	9C95B	7AD0A	727FA	92D7C	1CAE7	17DDF	DB2C	DE51
0	E6CA	E4F0	DFA5	E504	6F46	68DB	5646	5734
0	58BF3	7D8D0	836D7	61548	59762	56182	4D234	4C4C0
0	254B6	35354	3807E	28E38	253F4	23C75	1FF39	1F81A
0	3E3A7	317F2	2EA21	3A86D	C1B7	A1CA	5A81	5BBB
0	9D23E	7B5E2	72F91	93637	1CFFB	181B7	DD11	DFDA
0	E9DD	E594	DF9C	E76C	6D54	66B8	53FD	54E5
0	58473	7D121	82CE5	60E00	59081	55A91	4CB4D	4BDA8
0	25CAD	35FBF	38CB1	29731	25BF1	24422	205DE	1FE9B
0	3D419	30ACE	2DE6B	399DE	BC0A	9CA8	5798	5937
0	9E87A	7C692	74043	94B48	1D0DB	181D3	DD32	E0BD
0	EC07	E42D	DD5C	E89F	68D3	6213	4F6D	505B
0	5712B	7B927	81268	5F94D	57DE0	54800	4BB46	4AD48
0	26899	37135	39E5C	2A428	267F6	24F96	21080	208DD
0	3D487	30D50	2E218	39A6D	BF5A	9F85	592E	5B08
0	A0AA4	7E366	75D44	96AF1	1D9D1	18983	E17E	E58A
0	F22C	E838	E0E3	EE34	6952	6277	4F8B	5089
0	57B3F	7C640	81F38	604A6	589C6	55344	4C58C	4B74F
0	2754C	3831D	3B10D	2B250	27588	25C6A	21BEA	213FD
0	3B564	2F2E5	2C886	37CAF	B913	9A08	5623	57AB
0	A01FF	7DAFD	75520	962B6	1D969	18914	E135	E4F5
0	F30E	E55F	DDC8	EE10	6465	5DA8	4AC7	4BC9
0	562DA	7A18C	7FD9C	5E86F	56DE3	53979	4ADD8	49F9E
0	27E54	38F24	3BF77	2BBEA	27DA0	2645C	222C3	21ACD
0	3A2E5	2E2E2	2B8C2	36ADF	B13B	941B	52A7	53D9
0	A08B8	7DDA8	75642	96837	1D4E7	1862A	DF7D	E29C
0	F876	E848	E001	F2D6	6456	5D6A	4A4E	4B63
0	568B9	7A707	800BE	5EEAE	5745B	53FC6	4B3A6	4A69F
0	28BA8	3A153	3D18E	2CA68	28B07	27154	22E69	226BA
0	393D1	2D8DF	2AF31	35D58	B0CA	938B	5245	535D
0	A1719	7ECEB	763EE	976BA	1DB1C	18AAF	E1E6	E4E5
0	FE11	EB92	E28E	F7C6	638E	5C64	48FF	4A11
0	568B6	7A975	801BA	5EF2F	5746C	53FA6	4B33C	4A5CC
0	298EF	3B57E	3E609	2D90D	297FB	27DD4	2395E	2315B
0	37F3C	2C799	29F91	34A22	AD5A	9060	5069	51F7
0	A1A1F	7ED4F	765A3	979C4	1DCED	18BB3	E262	E63F
0	FFD9	E9E9	E03E	F8AD	5F71	5826	44D5	45F0
0	54C32	783D1	7D9E8	5D121	558EB	52457	49BFB	48E52
0	29FCA	3BF99	3F06E	2E0EF	29F50	28493	24025	237CC
0	36D7D	2B9EB	2935A	33913	ABF0	8F3C	4FED	5176
0	10706	EE1C	E3FD	FF01	5FBF	5885	44F0	4618
0	555EF	787D8	7DEA0	5D89B	5609E	52DD0	4A53B	49735
0	2B001	3D42E	406A9	2F20D	2AF41	2944F	24E26	24571
0	35AF6	2AB2E	284F0	327A7	A6F6	8B87	4DC0	4F09
0	A3096	7FFA1	77793	98E72	1E15E	1908A	E52B	E8BC
0	10C30	EFD7	E51E	1034F	5D03	559F	41BE	42F6
0	5453E	77318	7CBD0	5C7EB	5506F	51D76	49538	488B3
0	2BD50	3E759	41C02	30110	2BC95	2A0EA	258F9	250CB
0	355EE	2A876	2827A	3236A	A610	8A8D	4D2A	4E56
0	A46EB	8136D	789D0	9A444	1E587	19357	E6CF	EA0C
0	11169	F2D9	E771	107F1	5C6B	54C8	40BA	41E8
0	542AD	7713F	7C7FF	5C541	54E6E	51BBA	493F5	4871E
0	2C946	3F986	42E15	30E29	2C88D	2ACA7	2636B	25AF9
0	340E7	29882	272C2	30FDC	A2EC	8806	4BAB	4CA2
0	A4C7A	81A41	78E90	9A9EE	1E94A	1967B	E88E	EB99
0	1163B	F4B8	E877	10BDF	59C6	51DC	3D78	3EB5
0	52713	750CA	7A504	5A86E	5335F	500B7	47A6D	46EA5
0	2CF59	403FA	43857	31519	2CED7	2B260	2682B	2601A
0	329C1	2837D	2600B	2F99B	9D13	82D3	488D	4A36
0	A490C	8125A	78A2E	9A608	1E6A4	193F3	E6B2	EB79
0	11D33	F8E5	EC36	11232	5A01	51F2	3D31	3E87
0	527DE	74F2F	7A252	5A969	5365C	5034A	47D7D	4708C
0	2DB29	414C2	449F1	3226A	2DBF7	2BEB1	2737A	26A90
0	316B8	274D2	25214	2E779	9956	7F8D	46DC	481F
0	A4C28	81543	78D28	9A856	1E6FA	1941D	E6F5	EAFB
0	123FC	FC83	EF7A	11812	5954	5139	3C21	3D6F
0	527C3	747B2	79DDB	5A74E	532AE	50167	47BEC	46EAA
0	2EC65	42A94	462A2	334D3	2EBEC	2CE76	28185	27860
0	30A05	26C58	249C2	2DC1C	9888	7F6F	46BC	47E2
0	A5CF2	8262F	79B9A	9B987	1ECE2	199DC	EA23	EDB2
0	12A24	FFA6	F1AE	11D6B	C00000	50F2F	729DD	77DFB
0	2F462	4372A	46F4E	33DDC	2F468	2D680	2889F	27FDE
0	2F224	2571D	234E8	2C4B9	8FF4	7809	4292	43D3
0	A5656	81C55	79037	9B108	1E56A	192F9	E66D	EA48
0	13097	10313	F454	122F3	5683	4DDE	3841	398D
0	506BE	71E6A	7704B	5841A	51247	4E16F	45F4A	452E7
0	30250	44B81	4839A	34CE0	30191	2E33A	2941B	28AEB
0	2E25D	24B13	22B1D	2B675	8ED0	7705	420C	4337
0	A5BC1	821CB	79978	9B798	1E993	19655	E851	EC28
0	13784	1072A	F7E8	1292A	55EE	4D10	3722	387C
0	4FE27	7114C	76150	57B09	50B12	4D9DC	459E1	44D48
0	31177	46130	49A21	35DD7	31193	2F21B	2A20B	29867
0	2D790	24249	22266	2AC00	8BF9	7487	40C5	41E0
0	A7254	83278	7A7E6	9CBFB	1EC15	1987E	E9E7	EDEB
0	14112	10D75	FD7C	131C7	55DC	4CDC	364B	37B8
0	4F580	705C2	75693	570B8	5003F	4D10A	45058	44349
0	31C6F	47148	4ABF8	369AB	31C18	2FCD9	2AAFB	2A0F4
0	2C845	2376B	21838	29DF5	88FF	7275	3F89	4061
0	A76C7	8394D	7AF23	9D11A	1ECD0	199ED	EA76	EDAB
0	148B2	11264	10204	138B5	55E6	4CB1	35B8	3717
0	4F095	6FA87	74C53	56B12	4FBC9	4CC71	44CD2	44122
0	32B07	484F4	4C180	379B4	32AB7	30AB3	2B773	2AE04
1	19C14	14B0C	133F6	1843E	581A	4C47	3078	320E
1	48B22	6684B	6B4F3	4FE10	49736	46C1B	3F6E1	3EC88
1	39D12	527AC	56E7E	3F92A	39E2D	379B1	31A6D	30FE6
1	23871	1C7EB	1AEF6	216F5	70D6	5EB6	34DB	356D
1	AA8D6	8663F	7D5C3	9FF2A	1FB2F	1A5C0	F0C3	F3ED
1	1A50A	1513E	13934	18C6C	5823	4BEE	2F9F	311D
1	474A4	64BD7	695A2	4E639	48119	45651	3E2F1	3D86D
1	3A753	5378F	57DB7	40490	3A856	3836D	32308	31821
1	22932	1BBFD	1A422	208E3	6DA7	5BEE	3384	33E2
1	AAFA9	86BFC	7DC37	A062D	1FB3A	1A541	F0B0	F39B
1	1B382	15C6A	14382	199E7	5A54	4DAB	3087	3211
1	478BE	650AD	69916	4EA71	48628	45B09	3E824	3DD7B
1	3B9BA	55217	598E3	418C5	3BBA9	395BD	33414	328C4
1	21D10	1B303	19C3D	1FD47	6CD8	5B42	3333	340B
1	AB963	8741E	7E594	A0E35	1FF20	1A89D	F24D	F6CF
1	1C055	16590	14C02	1A59C	5B5C	4E6A	307A	3230
1	46DE2	63F41	687A0	4DD28	4792D	44FA9	3DDBF	3D2C8
1	3C9BE	56800	5B0A7	42A0B	3CB14	3A508	34170	335A8
1	20939	1A2B1	18C50	1EA90	68CB	5844	31C0	3258
1	AAC42	8679C	7D7C3	A01A8	1FBE4	1A70E	F18F	F53F
1	1CB43	16D14	1529C	1AF96	5BDC	4EAF	2FFA	3192
1	45519	61F38	667F4	4C2FA	4609E	4379B	3C6F0	3BC4F
1	3D408	577AD	5C21E	435AF	3D562	3AEBF	34978	33DE7
1	20052	19BC8	185C1	1E244	65DF	55C4	306A	30D3
1	AB82C	8702C	7DF3B	A0C99	1F9E9	1A4A3	F015	F332
1	1D7B8	17644	15AEE	1BB19	5DA5	4FF3	30AE	323A
1	45674	61B44	6619E	4C38E	462DF	439E7	3CA49	3C06F
1	3E75A	59194	5DBDC	44A82	3E91D	3C1D4	35AF0	34F81
1	1F2F1	19305	17D66	1D63D	65BC	55AD	3082	30E2
1	ABED2	87B4E	7E840	A1485	20042	1A9A3	F2AA	F5EE
1	1E60A	18158	164B0	1C86C	5ED8	5097	3053	31F8
1	436F0	5F482	6387F	4A21F	44440	41B7E	3AF21	3A500
1	3EDC7	59DD2	5E81E	45234	3F08A	3C84F	36153	35542
1	1E341	184D0	170E9	1C6D6	61F2	526C	2F0B	2F9F
1	AB65E	86CDC	7DEBF	A09B1	1FB39	1A52D	F0B1	F4DC
1	1F1D8	1896B	16CB6	1D313	602C	51B2	30DB	3299
1	4344B	5ED98	63113	49D8D	43FB6	41841	3ACB0	3A259
1	3FFF8	5B64D	60208	46599	40248	3D9DD	37110	36499
1	1D6DA	17C79	16930	1BBA6	627B	52F7	2F80	3008
1	ABCBE	875AB	7E6FD	A115B	202DA	1AB7E	F3A3	F7A5
1	201BA	195CD	1781E	1E218	62C5	53BE	31AC	335E
1	42D99	5E339	627E5	496A4	4398F	41278	3A6E0	39C9F
1	41036	5CD36	61B50	477CF	412DE	3E9E1	37ECA	3726D
1	1CB3E	17344	16046	1B0C4	5ED9	5052	2E2D	2E84
1	ABF26	875C1	7E526	A1309	1FDC7	1A7DD	F19C	F4DD
1	20EB6	19F21	18045	1EDF5	63E7	546D	31BF	3357
1	41C78	5CC2D	60E4B	4845F	4288F	401B8	3975F	38E1F
1	41E08	5E1C1	62F55	4871F	4206C	3F6DD	389F9	37DF6
1	1BBBD	1683B	1565C	1A2BF	5DCA	4F7C	2E00	2E40
1	ABAC5	87572	7E5FF	A10AA	20144	1AA7D	F32B	F66F
1	21F17	1ABF7	18C12	1FD60	66A4	568C	32B7	3468
1	40F6E	5B83B	5F7CD	47611	41C22	3F543	38D6B	383F2
1	42C35	5F5A5	642EA	496F5	42F46	40492	39743	38AA1
1	ABA51	87590	7E7C1	A0F60	2031A	1ABEA	F3FF	F897
1	22D20	1B661	195ED	20A47	6823	57BB	3301	34DD
1	3F8A3	59851	5D7D7	45C26	4031A	3DE4B	37772	36E08
1	4353A	60240	651BE	4A05E	43775	40D2C	39E05	3913D
1	19D35	1505B	14003	185D1	584C	4B31	2C38	2C88
1	AA0A8	85F24	7D14D	9F6B4	1F945	1A492	EFD6	F3B6
1	23905	1BF5C	19E27	21565	698D	58EE	3381	3546
1	3EE9F	58658	5C610	450AA	3F994	3D4F1	37039	367D0
1	4457D	61728	6687C	4B1FF	44815	41CF9	3ACD3	3A0B0
1	19959	14E95	13E8A	1829A	587F	4B56	2C9A	2CDE
1	AB7DC	872CB	7E2EA	A0CC8	1FD7C	1A720	F141	F4D2
1	2493C	1CBAA	1A924	2245A	6BE3	5A8F	3441	35F2
1	3E150	57720	5B50A	442CC	3ECB4	3C828	36488	35C03
1	453EC	62E2F	67F1B	4C230	4569F	42ADD	3B905	3AC84
1	189FD	14304	1335C	1745B	5768	4AB2	2CAE	2CC9
1	AA934	8677D	7D5B5	9FF26	1FEE3	1A883	F234	F586
1	2580E	1D6FB	1B309	2321F	6E6A	5C83	3523	36E0
1	3CDD6	55C66	5988D	42E1F	3D9F6	3B565	3548B	34BCF
1	45EF8	63ECF	69080	4CEF4	462A8	435AB	3C3AF	3B689
1	18191	13CB9	12E98	16C87	5669	49E2	2CA3	2CF3
1	AAED7	86A20	7DDA9	A0414	1FE7B	1A81B	F246	F6B7
1	2680E	1E337	1BF5B	2411E	70F1	5EB0	3667	3850
1	3CA21	554AD	5906D	429FB	3D631	3B2CD	351D2	34913
1	46C65	67800	2F	104026	E1E025	2D202C	8FA00A	C2E009
1	AB234	87144	7E496	A0906	20188	1AA7D	F363	F792
1	2780F	1F021	1CB72	25058	739A	60D5	376A	3940
1	3BEEB	541F2	57E85	41C44	3C9A2	3A6B1	3463F	33D77
1	47CE7	66615	6BB81	4EF33	4806B	452D3	3DC91	3CF34
1	16E28	12F45	121EF	15AD2	544B	4886	2CA0	2CBE
1	AABD9	86A39	7DB3E	A020E	1FD31	1A755	F1F9	F576
1	28605	1FA78	1D445	25D25	7565	622D	3816	39CC
1	3ACF8	52A2A	564BA	408D3	3B7E5	39566	336F2	32F1C
1	48566	6729B	6C73E	4F85B	488F5	45B27	3E43C	3D769
1	15FCF	12489	117B8	14D74	527F	4732	2C45	2C34
1	A9770	85AF8	7CBB5	9EEE0	1FA6E	1A4C3	F06D	F36B
1	29471	205F2	1DEAB	26A91	7814	6440	3935	3AE7
1	3AA29	52416	55CF1	4055F	3B572	392EB	33574	32E32
1	499E1	68F9D	6E45E	50ECC	49DBB	46ECE	3F616	3E991
1	1532C	11A6D	10EE9	14178	514E	4647	2C3B	2C6D
1	A935D	851D7	7C5E6	9E94D	1FA2D	1A47C	F038	F525
1	2A97B	21542	1ED53	27E01	7B9C	6741	3AC0	3CDB
1	394B4	50A7D	541D5	3EF0C	3A129	37EC0	32310	31B17
1	4A21E	69F90	6F529	51933	4A800	477EC	3FE20	3F06A
1	14C8E	11677	10B5B	13BBC	510A	E0000	546D	C84276
1	2B4A7	21E0F	1F583	288BA	7D27	6882	3B56	3D46
1	38D40	4FA32	53334	3E536	39755	37693	31B5A	3135D
1	4B0DD	6B023	70924	5283A	4B4DC	48551	409BE	3FBFE
1	1468C	11438	109CB	136C8	522C	473E	2DAB	2DA8
1	A930F	85AC4	7CF63	9ECAC	1FCF4	1A5F7	F0C3	F471
1	2C566	22C0C	202AA	298AA	8032	6AC5	3C7C	3E47
1	37829	4DE16	51526	3CE27	38275	36223	30917	301E4
